Module,Endpoint,Method,Scenario,StatusCode,ElapsedMs,Result,Summary
search,/api/v1/search,POST,with_auth,422,20.2,PASS,"Search Api"
search,/api/v1/search,POST,bad_params,200,20.1,WARN,"Search Api"
search,/api/v1/search,POST,wrong_auth,422,20.3,PASS,"Search Api"
search,/api/search/,POST,no_auth,422,17.5,PASS,"Search"
search,/api/search/,POST,with_auth,422,17.1,PASS,"Search"
search,/api/search/,POST,bad_params,200,30.6,WARN,"Search"
search,/api/search/,POST,wrong_auth,422,19.5,PASS,"Search"
search,/api/search/images,POST,no_auth,422,25.9,PASS,"Search Images"
search,/api/search/images,POST,with_auth,422,19.8,PASS,"Search Images"
search,/api/search/images,POST,bad_params,200,21.2,WARN,"Search Images"
search,/api/search/images,POST,wrong_auth,422,21.9,PASS,"Search Images"
search,/api/search/hybrid,POST,no_auth,422,19.2,PASS,"Hybrid Search"
search,/api/search/hybrid,POST,with_auth,422,20.3,PASS,"Hybrid Search"
search,/api/search/hybrid,POST,bad_params,200,49.4,WARN,"Hybrid Search"
search,/api/search/hybrid,POST,wrong_auth,422,21.3,PASS,"Hybrid Search"
search,/api/search/indices,GET,no_auth,200,15.0,PASS,"List Indices"
search,/api/search/indices,GET,with_auth,200,17.2,PASS,"List Indices"
search,/api/search/indices,GET,bad_params,200,16.1,WARN,"List Indices"
search,/api/search/indices,GET,wrong_auth,200,13.4,PASS,"List Indices"
search,/api/search/index/create,POST,no_auth,422,21.1,PASS,"Create Index"
search,/api/search/index/create,POST,with_auth,422,20.8,PASS,"Create Index"
search,/api/search/index/create,POST,bad_params,200,36.1,WARN,"Create Index"
search,/api/search/index/create,POST,wrong_auth,422,18.7,PASS,"Create Index"
search,/api/search/index/{name},DELETE,no_auth,200,29.2,PASS,"Delete Index"
search,/api/search/index/{name},DELETE,with_auth,200,29.0,PASS,"Delete Index"
search,/api/search/index/{name},DELETE,bad_params,200,29.5,WARN,"Delete Index"
search,/api/search/index/{name},DELETE,wrong_auth,200,29.8,PASS,"Delete Index"
search,/api/search/index/text,POST,no_auth,422,18.4,PASS,"Index Text"
search,/api/search/index/text,POST,with_auth,422,17.4,PASS,"Index Text"
search,/api/search/index/text,POST,bad_params,200,16.4,WARN,"Index Text"
search,/api/search/index/text,POST,wrong_auth,422,17.4,PASS,"Index Text"
search,/api/search/index/images,POST,no_auth,422,18.6,PASS,"Index Images"
search,/api/search/index/images,POST,with_auth,422,16.4,PASS,"Index Images"
search,/api/search/index/images,POST,bad_params,200,16.7,WARN,"Index Images"
search,/api/search/index/images,POST,wrong_auth,422,17.3,PASS,"Index Images"
search,/api/search/index/delete-vectors,POST,no_auth,422,16.9,PASS,"Delete Vectors"
search,/api/search/index/delete-vectors,POST,with_auth,422,16.6,PASS,"Delete Vectors"
search,/api/search/index/delete-vectors,POST,bad_params,200,27.4,WARN,"Delete Vectors"
search,/api/search/index/delete-vectors,POST,wrong_auth,422,15.3,PASS,"Delete Vectors"
search,/api/search/status,GET,no_auth,200,10.4,PASS,"Search Status"
search,/api/search/status,GET,with_auth,200,12.6,PASS,"Search Status"
search,/api/search/status,GET,bad_params,200,12.9,WARN,"Search Status"
search,/api/search/status,GET,wrong_auth,200,12.2,PASS,"Search Status"
scheduler,/api/scheduler/health,GET,no_auth,200,2.6,PASS,"Scheduler Health"
scheduler,/api/scheduler/health,GET,with_auth,200,2.4,PASS,"Scheduler Health"
scheduler,/api/scheduler/health,GET,bad_params,200,2.3,WARN,"Scheduler Health"
scheduler,/api/scheduler/health,GET,wrong_auth,200,2.1,PASS,"Scheduler Health"
scheduler,/api/scheduler/jobs,GET,no_auth,200,5.0,PASS,"List Jobs"
scheduler,/api/scheduler/jobs,GET,with_auth,200,3.4,PASS,"List Jobs"
scheduler,/api/scheduler/jobs,GET,bad_params,200,3.4,WARN,"List Jobs"
scheduler,/api/scheduler/jobs,GET,wrong_auth,200,3.9,PASS,"List Jobs"
scheduler,/api/scheduler/jobs,POST,no_auth,422,19.5,PASS,"Create Job"
scheduler,/api/scheduler/jobs,POST,with_auth,422,19.0,PASS,"Create Job"
scheduler,/api/scheduler/jobs,POST,bad_params,422,16.7,PASS,"Create Job"
scheduler,/api/scheduler/jobs,POST,wrong_auth,422,17.3,PASS,"Create Job"
scheduler,/api/scheduler/jobs/{job_id},GET,no_auth,404,2.9,PASS,"Get Job"
scheduler,/api/scheduler/jobs/{job_id},GET,with_auth,404,2.7,PASS,"Get Job"
scheduler,/api/scheduler/jobs/{job_id},GET,bad_params,404,2.4,PASS,"Get Job"
scheduler,/api/scheduler/jobs/{job_id},GET,wrong_auth,404,2.4,PASS,"Get Job"
scheduler,/api/scheduler/jobs/{job_id},DELETE,no_auth,200,23.0,PASS,"Delete Job"
scheduler,/api/scheduler/jobs/{job_id},DELETE,with_auth,200,22.4,PASS,"Delete Job"
scheduler,/api/scheduler/jobs/{job_id},DELETE,bad_params,200,22.4,WARN,"Delete Job"
scheduler,/api/scheduler/jobs/{job_id},DELETE,wrong_auth,200,22.3,PASS,"Delete Job"
scheduler,/api/scheduler/jobs/{job_id}/run,POST,no_auth,404,16.2,PASS,"Run Job Now"
scheduler,/api/scheduler/jobs/{job_id}/run,POST,with_auth,404,17.2,PASS,"Run Job Now"
scheduler,/api/scheduler/jobs/{job_id}/run,POST,bad_params,404,17.4,PASS,"Run Job Now"
scheduler,/api/scheduler/jobs/{job_id}/run,POST,wrong_auth,404,19.4,PASS,"Run Job Now"
scheduler,/api/scheduler/jobs/{job_id}/pause,POST,no_auth,404,21.9,PASS,"Pause Job"
scheduler,/api/scheduler/jobs/{job_id}/pause,POST,with_auth,404,18.4,PASS,"Pause Job"
scheduler,/api/scheduler/jobs/{job_id}/pause,POST,bad_params,404,21.4,PASS,"Pause Job"
scheduler,/api/scheduler/jobs/{job_id}/pause,POST,wrong_auth,404,21.1,PASS,"Pause Job"
scheduler,/api/scheduler/jobs/{job_id}/resume,POST,no_auth,404,18.2,PASS,"Resume Job"
scheduler,/api/scheduler/jobs/{job_id}/resume,POST,with_auth,404,24.6,PASS,"Resume Job"
scheduler,/api/scheduler/jobs/{job_id}/resume,POST,bad_params,404,20.9,PASS,"Resume Job"
scheduler,/api/scheduler/jobs/{job_id}/resume,POST,wrong_auth,404,20.5,PASS,"Resume Job"
scheduler,/api/scheduler/history,GET,no_auth,200,10.1,PASS,"Get History"
scheduler,/api/scheduler/history,GET,with_auth,200,9.0,PASS,"Get History"
scheduler,/api/scheduler/history,GET,bad_params,200,9.6,WARN,"Get History"
scheduler,/api/scheduler/history,GET,wrong_auth,200,9.6,PASS,"Get History"
scheduler,/api/scheduler/history/{job_id},GET,no_auth,200,10.3,PASS,"Get Job History"
scheduler,/api/scheduler/history/{job_id},GET,with_auth,200,11.2,PASS,"Get Job History"
scheduler,/api/scheduler/history/{job_id},GET,bad_params,200,9.0,WARN,"Get Job History"
scheduler,/api/scheduler/history/{job_id},GET,wrong_auth,200,8.2,PASS,"Get Job History"
scheduler,/api/scheduler/presets,GET,no_auth,200,1.5,PASS,"List Presets"
scheduler,/api/scheduler/presets,GET,with_auth,200,1.5,PASS,"List Presets"
scheduler,/api/scheduler/presets,GET,bad_params,200,1.5,WARN,"List Presets"
scheduler,/api/scheduler/presets,GET,wrong_auth,200,1.4,PASS,"List Presets"
pe,/api/pe/modalities,GET,no_auth,200,2.1,PASS,"List Modalities"
pe,/api/pe/modalities,GET,with_auth,200,1.6,PASS,"List Modalities"
pe,/api/pe/modalities,GET,bad_params,200,1.6,WARN,"List Modalities"
pe,/api/pe/modalities,GET,wrong_auth,200,1.5,PASS,"List Modalities"
pe,/api/pe/templates,GET,no_auth,200,1.6,PASS,"List Templates"
pe,/api/pe/templates,GET,with_auth,200,1.5,PASS,"List Templates"
pe,/api/pe/templates,GET,bad_params,200,1.4,WARN,"List Templates"
pe,/api/pe/templates,GET,wrong_auth,200,1.6,PASS,"List Templates"
pe,/api/pe/templates/{pe_id},GET,no_auth,200,1.4,PASS,"Get Template"
pe,/api/pe/templates/{pe_id},GET,with_auth,200,1.5,PASS,"Get Template"
pe,/api/pe/templates/{pe_id},GET,bad_params,200,1.2,WARN,"Get Template"
pe,/api/pe/templates/{pe_id},GET,wrong_auth,200,1.5,PASS,"Get Template"
pe,/api/pe/generate,POST,no_auth,422,17.0,PASS,"Generate Pe"
pe,/api/pe/generate,POST,with_auth,422,17.0,PASS,"Generate Pe"
pe,/api/pe/generate,POST,bad_params,422,17.1,PASS,"Generate Pe"
pe,/api/pe/generate,POST,wrong_auth,422,17.5,PASS,"Generate Pe"
pe,/api/pe/templates/{pe_id}/custom,POST,no_auth,422,17.1,PASS,"Add Custom"
pe,/api/pe/templates/{pe_id}/custom,POST,with_auth,422,16.7,PASS,"Add Custom"
pe,/api/pe/templates/{pe_id}/custom,POST,bad_params,422,17.1,PASS,"Add Custom"
pe,/api/pe/templates/{pe_id}/custom,POST,wrong_auth,422,17.5,PASS,"Add Custom"
pe,/api/pe/stats,GET,no_auth,200,1.7,PASS,"Pe Stats"
pe,/api/pe/stats,GET,with_auth,200,1.4,PASS,"Pe Stats"
pe,/api/pe/stats,GET,bad_params,200,1.5,WARN,"Pe Stats"
pe,/api/pe/stats,GET,wrong_auth,200,1.3,PASS,"Pe Stats"
quality,/api/quality/iaa/report,POST,no_auth,422,14.6,PASS,"Iaa Report"
quality,/api/quality/iaa/report,POST,with_auth,422,14.3,PASS,"Iaa Report"
quality,/api/quality/iaa/report,POST,bad_params,422,14.4,PASS,"Iaa Report"
quality,/api/quality/iaa/report,POST,wrong_auth,422,15.2,PASS,"Iaa Report"
quality,/api/quality/iaa/cohen-kappa,POST,no_auth,422,14.3,PASS,"Cohen Kappa"
quality,/api/quality/iaa/cohen-kappa,POST,with_auth,422,14.4,PASS,"Cohen Kappa"
quality,/api/quality/iaa/cohen-kappa,POST,bad_params,422,14.2,PASS,"Cohen Kappa"
quality,/api/quality/iaa/cohen-kappa,POST,wrong_auth,422,15.3,PASS,"Cohen Kappa"
quality,/api/quality/iaa/fleiss-kappa,POST,no_auth,422,14.7,PASS,"Fleiss Kappa"
quality,/api/quality/iaa/fleiss-kappa,POST,with_auth,422,14.2,PASS,"Fleiss Kappa"
quality,/api/quality/iaa/fleiss-kappa,POST,bad_params,422,14.7,PASS,"Fleiss Kappa"
quality,/api/quality/iaa/fleiss-kappa,POST,wrong_auth,422,16.3,PASS,"Fleiss Kappa"
quality,/api/quality/gold/add,POST,no_auth,422,17.8,PASS,"Add Gold Item"
quality,/api/quality/gold/add,POST,with_auth,422,17.1,PASS,"Add Gold Item"
quality,/api/quality/gold/add,POST,bad_params,422,15.9,PASS,"Add Gold Item"
quality,/api/quality/gold/add,POST,wrong_auth,422,17.0,PASS,"Add Gold Item"
quality,/api/quality/gold/validate,POST,no_auth,422,23.2,PASS,"Validate Annotator"
quality,/api/quality/gold/validate,POST,with_auth,422,16.5,PASS,"Validate Annotator"
quality,/api/quality/gold/validate,POST,bad_params,422,16.6,PASS,"Validate Annotator"
quality,/api/quality/gold/validate,POST,wrong_auth,422,16.8,PASS,"Validate Annotator"
quality,/api/quality/judge/pe,POST,no_auth,422,16.9,PASS,"Judge Pe"
quality,/api/quality/judge/pe,POST,with_auth,422,15.1,PASS,"Judge Pe"
quality,/api/quality/judge/pe,POST,bad_params,422,14.1,PASS,"Judge Pe"
quality,/api/quality/judge/pe,POST,wrong_auth,422,19.9,PASS,"Judge Pe"
quality,/api/quality/judge/ab-test,POST,no_auth,422,19.5,PASS,"Ab Test"
quality,/api/quality/judge/ab-test,POST,with_auth,422,16.0,PASS,"Ab Test"
quality,/api/quality/judge/ab-test,POST,bad_params,422,16.4,PASS,"Ab Test"
quality,/api/quality/judge/ab-test,POST,wrong_auth,422,16.3,PASS,"Ab Test"
quality,/api/quality/pipeline/run,POST,no_auth,422,19.5,PASS,"Run Pipeline"
quality,/api/quality/pipeline/run,POST,with_auth,422,17.1,PASS,"Run Pipeline"
quality,/api/quality/pipeline/run,POST,bad_params,422,16.1,PASS,"Run Pipeline"
quality,/api/quality/pipeline/run,POST,wrong_auth,422,15.7,PASS,"Run Pipeline"
quality,/api/quality/schemas,GET,no_auth,200,1.7,PASS,"List Schemas"
quality,/api/quality/schemas,GET,with_auth,200,1.5,PASS,"List Schemas"
quality,/api/quality/schemas,GET,bad_params,200,1.5,WARN,"List Schemas"
quality,/api/quality/schemas,GET,wrong_auth,200,1.8,PASS,"List Schemas"
quality,/api/quality/schemas/{industry},GET,no_auth,200,1.5,PASS,"Get Schema"
quality,/api/quality/schemas/{industry},GET,with_auth,200,1.3,PASS,"Get Schema"
quality,/api/quality/schemas/{industry},GET,bad_params,200,1.5,WARN,"Get Schema"
quality,/api/quality/schemas/{industry},GET,wrong_auth,200,1.4,PASS,"Get Schema"
quality,/api/quality/eval/benchmark-report,POST,no_auth,422,16.2,PASS,"Eval Benchmark Report"
quality,/api/quality/eval/benchmark-report,POST,with_auth,422,24.4,PASS,"Eval Benchmark Report"
quality,/api/quality/eval/benchmark-report,POST,bad_params,422,29.4,PASS,"Eval Benchmark Report"
quality,/api/quality/eval/benchmark-report,POST,wrong_auth,422,52.8,PASS,"Eval Benchmark Report"
quality,/api/quality/eval/ab-test,POST,no_auth,422,35.9,PASS,"Eval Ab Test"
quality,/api/quality/eval/ab-test,POST,with_auth,422,21.3,PASS,"Eval Ab Test"
quality,/api/quality/eval/ab-test,POST,bad_params,422,19.6,PASS,"Eval Ab Test"
quality,/api/quality/eval/ab-test,POST,wrong_auth,422,17.6,PASS,"Eval Ab Test"
quality,/api/quality/eval/consistency,POST,no_auth,422,16.9,PASS,"Eval Consistency"
quality,/api/quality/eval/consistency,POST,with_auth,422,18.9,PASS,"Eval Consistency"
quality,/api/quality/eval/consistency,POST,bad_params,422,16.3,PASS,"Eval Consistency"
quality,/api/quality/eval/consistency,POST,wrong_auth,422,16.6,PASS,"Eval Consistency"
quality,/api/quality/eval/llm-judge,POST,no_auth,422,17.1,PASS,"Eval Llm Judge"
quality,/api/quality/eval/llm-judge,POST,with_auth,422,15.9,PASS,"Eval Llm Judge"
quality,/api/quality/eval/llm-judge,POST,bad_params,422,18.7,PASS,"Eval Llm Judge"
quality,/api/quality/eval/llm-judge,POST,wrong_auth,422,14.5,PASS,"Eval Llm Judge"
quality,/api/quality/eval/benchmarks,GET,no_auth,200,2.1,PASS,"Eval List Benchmarks"
quality,/api/quality/eval/benchmarks,GET,with_auth,200,1.7,PASS,"Eval List Benchmarks"
quality,/api/quality/eval/benchmarks,GET,bad_params,200,1.8,WARN,"Eval List Benchmarks"
quality,/api/quality/eval/benchmarks,GET,wrong_auth,200,1.7,PASS,"Eval List Benchmarks"
quality,/api/quality/classify/accuracy,POST,no_auth,422,14.9,PASS,"Classify Accuracy"
quality,/api/quality/classify/accuracy,POST,with_auth,422,14.3,PASS,"Classify Accuracy"
quality,/api/quality/classify/accuracy,POST,bad_params,422,15.7,PASS,"Classify Accuracy"
quality,/api/quality/classify/accuracy,POST,wrong_auth,422,15.3,PASS,"Classify Accuracy"
quality,/api/quality/classify/confusion,POST,no_auth,422,17.0,PASS,"Classify Confusion"
quality,/api/quality/classify/confusion,POST,with_auth,422,15.3,PASS,"Classify Confusion"
quality,/api/quality/classify/confusion,POST,bad_params,422,16.9,PASS,"Classify Confusion"
quality,/api/quality/classify/confusion,POST,wrong_auth,422,14.8,PASS,"Classify Confusion"
quality,/api/quality/classify/reliability,POST,no_auth,422,16.2,PASS,"Classify Reliability"
quality,/api/quality/classify/reliability,POST,with_auth,422,14.6,PASS,"Classify Reliability"
quality,/api/quality/classify/reliability,POST,bad_params,422,15.7,PASS,"Classify Reliability"
quality,/api/quality/classify/reliability,POST,wrong_auth,422,14.9,PASS,"Classify Reliability"
quality,/api/quality/classify/llm-verify,POST,no_auth,422,15.2,PASS,"Classify Llm Verify"
quality,/api/quality/classify/llm-verify,POST,with_auth,422,15.0,PASS,"Classify Llm Verify"
quality,/api/quality/classify/llm-verify,POST,bad_params,422,15.2,PASS,"Classify Llm Verify"
quality,/api/quality/classify/llm-verify,POST,wrong_auth,422,15.0,PASS,"Classify Llm Verify"
quality,/api/quality/classify/industry,GET,no_auth,200,1.8,PASS,"Classify Industry"
quality,/api/quality/classify/industry,GET,with_auth,200,1.6,PASS,"Classify Industry"
quality,/api/quality/classify/industry,GET,bad_params,200,2.3,WARN,"Classify Industry"
quality,/api/quality/classify/industry,GET,wrong_auth,200,1.5,PASS,"Classify Industry"
quality,/api/quality/search/metrics,POST,no_auth,422,17.4,PASS,"Search Metrics"
quality,/api/quality/search/metrics,POST,with_auth,422,17.0,PASS,"Search Metrics"
quality,/api/quality/search/metrics,POST,bad_params,422,14.2,PASS,"Search Metrics"
quality,/api/quality/search/metrics,POST,wrong_auth,422,18.8,PASS,"Search Metrics"
quality,/api/quality/search/dedup,POST,no_auth,422,14.6,PASS,"Search Dedup"
quality,/api/quality/search/dedup,POST,with_auth,422,23.0,PASS,"Search Dedup"
quality,/api/quality/search/dedup,POST,bad_params,422,15.4,PASS,"Search Dedup"
quality,/api/quality/search/dedup,POST,wrong_auth,422,15.5,PASS,"Search Dedup"
quality,/api/quality/search/relevance-compare,POST,no_auth,422,15.3,PASS,"Search Relevance Compare"
quality,/api/quality/search/relevance-compare,POST,with_auth,422,20.5,PASS,"Search Relevance Compare"
quality,/api/quality/search/relevance-compare,POST,bad_params,422,15.4,PASS,"Search Relevance Compare"
quality,/api/quality/search/relevance-compare,POST,wrong_auth,422,15.5,PASS,"Search Relevance Compare"
quality,/api/quality/search/llm-verify,POST,no_auth,422,16.1,PASS,"Search Llm Verify"
quality,/api/quality/search/llm-verify,POST,with_auth,422,15.6,PASS,"Search Llm Verify"
quality,/api/quality/search/llm-verify,POST,bad_params,422,14.4,PASS,"Search Llm Verify"
quality,/api/quality/search/llm-verify,POST,wrong_auth,422,14.2,PASS,"Search Llm Verify"
quality,/api/quality/search/latency,GET,no_auth,200,2.3,PASS,"Search Latency"
quality,/api/quality/search/latency,GET,with_auth,200,1.6,PASS,"Search Latency"
quality,/api/quality/search/latency,GET,bad_params,200,1.7,WARN,"Search Latency"
quality,/api/quality/search/latency,GET,wrong_auth,200,1.4,PASS,"Search Latency"
quality,/api/quality/search/industry,GET,no_auth,200,1.3,PASS,"Search Industry"
quality,/api/quality/search/industry,GET,with_auth,200,1.5,PASS,"Search Industry"
quality,/api/quality/search/industry,GET,bad_params,200,1.6,WARN,"Search Industry"
quality,/api/quality/search/industry,GET,wrong_auth,200,1.7,PASS,"Search Industry"
quality,/api/quality/preview/formats,GET,no_auth,200,1.7,PASS,"Preview Formats"
quality,/api/quality/preview/formats,GET,with_auth,200,1.6,PASS,"Preview Formats"
quality,/api/quality/preview/formats,GET,bad_params,200,1.5,WARN,"Preview Formats"
quality,/api/quality/preview/formats,GET,wrong_auth,200,1.4,PASS,"Preview Formats"
quality,/api/quality/preview/validate,POST,no_auth,422,14.4,PASS,"Preview Validate"
quality,/api/quality/preview/validate,POST,with_auth,422,16.8,PASS,"Preview Validate"
quality,/api/quality/preview/validate,POST,bad_params,422,18.2,PASS,"Preview Validate"
quality,/api/quality/preview/validate,POST,wrong_auth,422,27.4,PASS,"Preview Validate"
quality,/api/quality/preview/perf,GET,no_auth,200,2.4,PASS,"Preview Performance"
quality,/api/quality/preview/perf,GET,with_auth,200,3.4,PASS,"Preview Performance"
quality,/api/quality/preview/perf,GET,bad_params,200,2.3,WARN,"Preview Performance"
quality,/api/quality/preview/perf,GET,wrong_auth,200,1.7,PASS,"Preview Performance"
quality,/api/quality/preview/perf-by-format,GET,no_auth,200,1.7,PASS,"Preview Performance By Format"
quality,/api/quality/preview/perf-by-format,GET,with_auth,200,1.7,PASS,"Preview Performance By Format"
quality,/api/quality/preview/perf-by-format,GET,bad_params,200,1.6,WARN,"Preview Performance By Format"
quality,/api/quality/preview/perf-by-format,GET,wrong_auth,200,1.6,PASS,"Preview Performance By Format"
quality,/api/quality/preview/industry,GET,no_auth,200,1.5,PASS,"Preview Industry"
quality,/api/quality/preview/industry,GET,with_auth,200,1.5,PASS,"Preview Industry"
quality,/api/quality/preview/industry,GET,bad_params,200,1.4,WARN,"Preview Industry"
quality,/api/quality/preview/industry,GET,wrong_auth,200,1.3,PASS,"Preview Industry"
quality,/api/quality/preview/bench-reset,POST,no_auth,200,16.7,PASS,"Preview Bench Reset"
quality,/api/quality/preview/bench-reset,POST,with_auth,200,23.4,PASS,"Preview Bench Reset"
quality,/api/quality/preview/bench-reset,POST,bad_params,200,18.8,WARN,"Preview Bench Reset"
quality,/api/quality/preview/bench-reset,POST,wrong_auth,200,16.9,PASS,"Preview Bench Reset"
quality,/api/quality/transfer/verify,POST,no_auth,422,18.7,PASS,"Transfer Verify"
quality,/api/quality/transfer/verify,POST,with_auth,422,18.8,PASS,"Transfer Verify"
quality,/api/quality/transfer/verify,POST,bad_params,422,19.2,PASS,"Transfer Verify"
quality,/api/quality/transfer/verify,POST,wrong_auth,422,19.3,PASS,"Transfer Verify"
quality,/api/quality/transfer/verify-batch,POST,no_auth,422,18.4,PASS,"Transfer Verify Batch"
quality,/api/quality/transfer/verify-batch,POST,with_auth,422,19.1,PASS,"Transfer Verify Batch"
quality,/api/quality/transfer/verify-batch,POST,bad_params,422,17.4,PASS,"Transfer Verify Batch"
quality,/api/quality/transfer/verify-batch,POST,wrong_auth,422,17.3,PASS,"Transfer Verify Batch"
quality,/api/quality/transfer/speed-record,POST,no_auth,422,15.0,PASS,"Transfer Speed Record"
quality,/api/quality/transfer/speed-record,POST,with_auth,422,14.6,PASS,"Transfer Speed Record"
quality,/api/quality/transfer/speed-record,POST,bad_params,422,15.1,PASS,"Transfer Speed Record"
quality,/api/quality/transfer/speed-record,POST,wrong_auth,422,15.7,PASS,"Transfer Speed Record"
quality,/api/quality/transfer/speed-stats,GET,no_auth,200,1.7,PASS,"Transfer Speed Stats"
quality,/api/quality/transfer/speed-stats,GET,with_auth,200,1.5,PASS,"Transfer Speed Stats"
quality,/api/quality/transfer/speed-stats,GET,bad_params,200,1.3,WARN,"Transfer Speed Stats"
quality,/api/quality/transfer/speed-stats,GET,wrong_auth,200,1.2,PASS,"Transfer Speed Stats"
quality,/api/quality/transfer/checkpoints,GET,no_auth,200,2.6,PASS,"Transfer Checkpoints"
quality,/api/quality/transfer/checkpoints,GET,with_auth,200,2.5,PASS,"Transfer Checkpoints"
quality,/api/quality/transfer/checkpoints,GET,bad_params,200,2.7,WARN,"Transfer Checkpoints"
quality,/api/quality/transfer/checkpoints,GET,wrong_auth,200,2.5,PASS,"Transfer Checkpoints"
quality,/api/quality/transfer/url-audit,POST,no_auth,422,14.2,PASS,"Transfer Url Audit"
quality,/api/quality/transfer/url-audit,POST,with_auth,422,14.6,PASS,"Transfer Url Audit"
quality,/api/quality/transfer/url-audit,POST,bad_params,422,14.5,PASS,"Transfer Url Audit"
quality,/api/quality/transfer/url-audit,POST,wrong_auth,422,15.9,PASS,"Transfer Url Audit"
quality,/api/quality/transfer/url-audit-batch,POST,no_auth,422,14.5,PASS,"Transfer Url Audit Batch"
quality,/api/quality/transfer/url-audit-batch,POST,with_auth,422,15.5,PASS,"Transfer Url Audit Batch"
quality,/api/quality/transfer/url-audit-batch,POST,bad_params,422,14.3,PASS,"Transfer Url Audit Batch"
quality,/api/quality/transfer/url-audit-batch,POST,wrong_auth,422,15.5,PASS,"Transfer Url Audit Batch"
quality,/api/quality/transfer/industry,GET,no_auth,200,1.7,PASS,"Transfer Industry"
quality,/api/quality/transfer/industry,GET,with_auth,200,1.5,PASS,"Transfer Industry"
quality,/api/quality/transfer/industry,GET,bad_params,200,1.4,WARN,"Transfer Industry"
quality,/api/quality/transfer/industry,GET,wrong_auth,200,1.3,PASS,"Transfer Industry"
quality,/api/quality/transfer/estimate-time,POST,no_auth,422,15.0,PASS,"Transfer Estimate Time"
quality,/api/quality/transfer/estimate-time,POST,with_auth,422,14.9,PASS,"Transfer Estimate Time"
quality,/api/quality/transfer/estimate-time,POST,bad_params,422,15.5,PASS,"Transfer Estimate Time"
quality,/api/quality/transfer/estimate-time,POST,wrong_auth,422,14.9,PASS,"Transfer Estimate Time"
quality,/api/quality/v2/discovery/score,POST,no_auth,422,15.2,PASS,"Score Sources"
quality,/api/quality/v2/discovery/score,POST,with_auth,422,16.3,PASS,"Score Sources"
quality,/api/quality/v2/discovery/score,POST,bad_params,422,16.0,PASS,"Score Sources"
quality,/api/quality/v2/discovery/score,POST,wrong_auth,422,15.4,PASS,"Score Sources"
quality,/api/quality/v2/discovery/score-single,POST,no_auth,422,14.8,PASS,"Score Single Source"
quality,/api/quality/v2/discovery/score-single,POST,with_auth,422,15.0,PASS,"Score Single Source"
quality,/api/quality/v2/discovery/score-single,POST,bad_params,422,15.7,PASS,"Score Single Source"
quality,/api/quality/v2/discovery/score-single,POST,wrong_auth,422,15.6,PASS,"Score Single Source"
quality,/api/quality/v2/discovery/preview-quality,POST,no_auth,422,16.4,PASS,"Check Preview Quality"
quality,/api/quality/v2/discovery/preview-quality,POST,with_auth,422,17.3,PASS,"Check Preview Quality"
quality,/api/quality/v2/discovery/preview-quality,POST,bad_params,422,17.7,PASS,"Check Preview Quality"
quality,/api/quality/v2/discovery/preview-quality,POST,wrong_auth,422,17.8,PASS,"Check Preview Quality"
quality,/api/quality/v2/discovery/credibility,POST,no_auth,422,16.8,PASS,"Assess Credibility"
quality,/api/quality/v2/discovery/credibility,POST,with_auth,422,15.4,PASS,"Assess Credibility"
quality,/api/quality/v2/discovery/credibility,POST,bad_params,422,15.6,PASS,"Assess Credibility"
quality,/api/quality/v2/discovery/credibility,POST,wrong_auth,422,14.9,PASS,"Assess Credibility"
quality,/api/quality/v2/discovery/cross-validation,POST,no_auth,422,14.1,PASS,"Cross Validate Sources"
quality,/api/quality/v2/discovery/cross-validation,POST,with_auth,422,14.0,PASS,"Cross Validate Sources"
quality,/api/quality/v2/discovery/cross-validation,POST,bad_params,422,14.6,PASS,"Cross Validate Sources"
quality,/api/quality/v2/discovery/cross-validation,POST,wrong_auth,422,13.9,PASS,"Cross Validate Sources"
quality,/api/quality/v2/discovery/cross-validation/anomalies,POST,no_auth,422,13.6,PASS,"Detect Source Anomalies"
quality,/api/quality/v2/discovery/cross-validation/anomalies,POST,with_auth,422,13.6,PASS,"Detect Source Anomalies"
quality,/api/quality/v2/discovery/cross-validation/anomalies,POST,bad_params,422,13.8,PASS,"Detect Source Anomalies"
quality,/api/quality/v2/discovery/cross-validation/anomalies,POST,wrong_auth,422,14.5,PASS,"Detect Source Anomalies"
quality,/api/quality/v2/discovery/llm-evaluate,POST,no_auth,422,15.1,PASS,"Llm Evaluate Source"
quality,/api/quality/v2/discovery/llm-evaluate,POST,with_auth,422,15.8,PASS,"Llm Evaluate Source"
quality,/api/quality/v2/discovery/llm-evaluate,POST,bad_params,422,28.6,PASS,"Llm Evaluate Source"
quality,/api/quality/v2/discovery/llm-evaluate,POST,wrong_auth,422,17.1,PASS,"Llm Evaluate Source"
quality,/api/quality/v2/collection/integrity/verify,POST,no_auth,422,15.2,PASS,"Verify Integrity"
quality,/api/quality/v2/collection/integrity/verify,POST,with_auth,422,14.5,PASS,"Verify Integrity"
quality,/api/quality/v2/collection/integrity/verify,POST,bad_params,422,14.1,PASS,"Verify Integrity"
quality,/api/quality/v2/collection/integrity/verify,POST,wrong_auth,422,14.3,PASS,"Verify Integrity"
quality,/api/quality/v2/collection/integrity/single,POST,no_auth,422,14.3,PASS,"Verify Single Integrity"
quality,/api/quality/v2/collection/integrity/single,POST,with_auth,422,14.7,PASS,"Verify Single Integrity"
quality,/api/quality/v2/collection/integrity/single,POST,bad_params,422,13.8,PASS,"Verify Single Integrity"
