Module,Endpoint,Method,Scenario,StatusCode,ElapsedMs,Result,Summary
quality,/api/quality/v2/collection/integrity/single,POST,wrong_auth,422,13.5,PASS,"Verify Single Integrity"
quality,/api/quality/v2/collection/resume/check,POST,no_auth,422,13.7,PASS,"Check Resume State"
quality,/api/quality/v2/collection/resume/check,POST,with_auth,422,13.5,PASS,"Check Resume State"
quality,/api/quality/v2/collection/resume/check,POST,bad_params,422,14.5,PASS,"Check Resume State"
quality,/api/quality/v2/collection/resume/check,POST,wrong_auth,422,14.2,PASS,"Check Resume State"
quality,/api/quality/v2/collection/resume/plan,POST,no_auth,422,13.8,PASS,"Generate Resume Plan"
quality,/api/quality/v2/collection/resume/plan,POST,with_auth,422,13.4,PASS,"Generate Resume Plan"
quality,/api/quality/v2/collection/resume/plan,POST,bad_params,422,13.8,PASS,"Generate Resume Plan"
quality,/api/quality/v2/collection/resume/plan,POST,wrong_auth,422,13.8,PASS,"Generate Resume Plan"
quality,/api/quality/v2/collection/dedup/check,POST,no_auth,422,14.2,PASS,"Check Collection Duplicates"
quality,/api/quality/v2/collection/dedup/check,POST,with_auth,422,14.3,PASS,"Check Collection Duplicates"
quality,/api/quality/v2/collection/dedup/check,POST,bad_params,422,14.0,PASS,"Check Collection Duplicates"
quality,/api/quality/v2/collection/dedup/check,POST,wrong_auth,422,14.2,PASS,"Check Collection Duplicates"
quality,/api/quality/v2/collection/dedup/stats,POST,no_auth,200,14.9,PASS,"Collection Dedup Stats"
quality,/api/quality/v2/collection/dedup/stats,POST,with_auth,200,14.1,PASS,"Collection Dedup Stats"
quality,/api/quality/v2/collection/dedup/stats,POST,bad_params,200,14.4,WARN,"Collection Dedup Stats"
quality,/api/quality/v2/collection/dedup/stats,POST,wrong_auth,200,13.4,PASS,"Collection Dedup Stats"
quality,/api/quality/v2/collection/dedup/clear,POST,no_auth,200,15.2,PASS,"Clear Dedup Cache"
quality,/api/quality/v2/collection/dedup/clear,POST,with_auth,200,13.6,PASS,"Clear Dedup Cache"
quality,/api/quality/v2/collection/dedup/clear,POST,bad_params,200,13.5,WARN,"Clear Dedup Cache"
quality,/api/quality/v2/collection/dedup/clear,POST,wrong_auth,200,13.3,PASS,"Clear Dedup Cache"
quality,/api/quality/v2/collection/monitor/start,POST,no_auth,422,14.1,PASS,"Start Collection Session"
quality,/api/quality/v2/collection/monitor/start,POST,with_auth,422,14.4,PASS,"Start Collection Session"
quality,/api/quality/v2/collection/monitor/start,POST,bad_params,200,14.0,WARN,"Start Collection Session"
quality,/api/quality/v2/collection/monitor/start,POST,wrong_auth,422,13.8,PASS,"Start Collection Session"
quality,/api/quality/v2/collection/monitor/record,POST,no_auth,422,14.1,PASS,"Record Collection Item"
quality,/api/quality/v2/collection/monitor/record,POST,with_auth,422,14.1,PASS,"Record Collection Item"
quality,/api/quality/v2/collection/monitor/record,POST,bad_params,422,14.9,PASS,"Record Collection Item"
quality,/api/quality/v2/collection/monitor/record,POST,wrong_auth,422,14.9,PASS,"Record Collection Item"
quality,/api/quality/v2/collection/monitor/end,POST,no_auth,422,13.8,PASS,"End Collection Session"
quality,/api/quality/v2/collection/monitor/end,POST,with_auth,422,13.6,PASS,"End Collection Session"
quality,/api/quality/v2/collection/monitor/end,POST,bad_params,422,13.3,PASS,"End Collection Session"
quality,/api/quality/v2/collection/monitor/end,POST,wrong_auth,422,13.6,PASS,"End Collection Session"
quality,/api/quality/v2/collection/monitor/current,GET,no_auth,200,1.8,PASS,"Current Collection Stats"
quality,/api/quality/v2/collection/monitor/current,GET,with_auth,200,1.4,PASS,"Current Collection Stats"
quality,/api/quality/v2/collection/monitor/current,GET,bad_params,200,1.3,WARN,"Current Collection Stats"
quality,/api/quality/v2/collection/monitor/current,GET,wrong_auth,200,1.3,PASS,"Current Collection Stats"
quality,/api/quality/v2/collection/monitor/history,GET,no_auth,200,1.3,PASS,"Collection History"
quality,/api/quality/v2/collection/monitor/history,GET,with_auth,200,1.3,PASS,"Collection History"
quality,/api/quality/v2/collection/monitor/history,GET,bad_params,200,1.3,WARN,"Collection History"
quality,/api/quality/v2/collection/monitor/history,GET,wrong_auth,200,1.4,PASS,"Collection History"
quality,/api/quality/v2/collection/llm-evaluate,POST,no_auth,422,14.8,PASS,"Llm Evaluate Collection"
quality,/api/quality/v2/collection/llm-evaluate,POST,with_auth,422,21.3,PASS,"Llm Evaluate Collection"
quality,/api/quality/v2/collection/llm-evaluate,POST,bad_params,200,17.5,WARN,"Llm Evaluate Collection"
quality,/api/quality/v2/collection/llm-evaluate,POST,wrong_auth,422,18.8,PASS,"Llm Evaluate Collection"
quality,/api/quality/v2/cleaning/quality-report,POST,no_auth,422,18.6,PASS,"Cleaning Quality Report"
quality,/api/quality/v2/cleaning/quality-report,POST,with_auth,422,17.5,PASS,"Cleaning Quality Report"
quality,/api/quality/v2/cleaning/quality-report,POST,bad_params,422,17.3,PASS,"Cleaning Quality Report"
quality,/api/quality/v2/cleaning/quality-report,POST,wrong_auth,422,18.8,PASS,"Cleaning Quality Report"
quality,/api/quality/v2/cleaning/golden-validate,POST,no_auth,422,20.5,PASS,"Validate With Golden"
quality,/api/quality/v2/cleaning/golden-validate,POST,with_auth,422,20.3,PASS,"Validate With Golden"
quality,/api/quality/v2/cleaning/golden-validate,POST,bad_params,422,19.9,PASS,"Validate With Golden"
quality,/api/quality/v2/cleaning/golden-validate,POST,wrong_auth,422,17.9,PASS,"Validate With Golden"
quality,/api/quality/v2/cleaning/audit,POST,no_auth,422,15.1,PASS,"Cleaning Audit"
quality,/api/quality/v2/cleaning/audit,POST,with_auth,422,15.1,PASS,"Cleaning Audit"
quality,/api/quality/v2/cleaning/audit,POST,bad_params,422,15.1,PASS,"Cleaning Audit"
quality,/api/quality/v2/cleaning/audit,POST,wrong_auth,422,16.2,PASS,"Cleaning Audit"
quality,/api/quality/v2/filter/golden/load,POST,no_auth,422,17.0,PASS,"Load Golden Set"
quality,/api/quality/v2/filter/golden/load,POST,with_auth,422,15.9,PASS,"Load Golden Set"
quality,/api/quality/v2/filter/golden/load,POST,bad_params,422,16.6,PASS,"Load Golden Set"
quality,/api/quality/v2/filter/golden/load,POST,wrong_auth,422,17.3,PASS,"Load Golden Set"
quality,/api/quality/v2/filter/golden/list,GET,no_auth,200,1.8,PASS,"List Golden Set"
quality,/api/quality/v2/filter/golden/list,GET,with_auth,200,1.6,PASS,"List Golden Set"
quality,/api/quality/v2/filter/golden/list,GET,bad_params,200,1.4,WARN,"List Golden Set"
quality,/api/quality/v2/filter/golden/list,GET,wrong_auth,200,1.4,PASS,"List Golden Set"
quality,/api/quality/v2/filter/evaluate,POST,no_auth,422,18.7,PASS,"Evaluate Filter"
quality,/api/quality/v2/filter/evaluate,POST,with_auth,422,18.8,PASS,"Evaluate Filter"
quality,/api/quality/v2/filter/evaluate,POST,bad_params,422,15.3,PASS,"Evaluate Filter"
quality,/api/quality/v2/filter/evaluate,POST,wrong_auth,422,15.5,PASS,"Evaluate Filter"
quality,/api/quality/v2/filter/multi-dimension,POST,no_auth,422,15.4,PASS,"Multi Dimension Evaluate"
quality,/api/quality/v2/filter/multi-dimension,POST,with_auth,422,15.3,PASS,"Multi Dimension Evaluate"
quality,/api/quality/v2/filter/multi-dimension,POST,bad_params,422,15.0,PASS,"Multi Dimension Evaluate"
quality,/api/quality/v2/filter/multi-dimension,POST,wrong_auth,422,15.5,PASS,"Multi Dimension Evaluate"
quality,/api/quality/v2/filter/ab-test/start,POST,no_auth,422,15.3,PASS,"Start Ab Test"
quality,/api/quality/v2/filter/ab-test/start,POST,with_auth,422,15.9,PASS,"Start Ab Test"
quality,/api/quality/v2/filter/ab-test/start,POST,bad_params,422,14.6,PASS,"Start Ab Test"
quality,/api/quality/v2/filter/ab-test/start,POST,wrong_auth,422,14.6,PASS,"Start Ab Test"
quality,/api/quality/v2/filter/ab-test/record,POST,no_auth,422,14.8,PASS,"Record Ab Test"
quality,/api/quality/v2/filter/ab-test/record,POST,with_auth,422,15.6,PASS,"Record Ab Test"
quality,/api/quality/v2/filter/ab-test/record,POST,bad_params,422,17.5,PASS,"Record Ab Test"
quality,/api/quality/v2/filter/ab-test/record,POST,wrong_auth,422,14.2,PASS,"Record Ab Test"
quality,/api/quality/v2/filter/ab-test/conclude,POST,no_auth,422,13.9,PASS,"Conclude Ab Test"
quality,/api/quality/v2/filter/ab-test/conclude,POST,with_auth,422,14.0,PASS,"Conclude Ab Test"
quality,/api/quality/v2/filter/ab-test/conclude,POST,bad_params,422,14.2,PASS,"Conclude Ab Test"
quality,/api/quality/v2/filter/ab-test/conclude,POST,wrong_auth,422,14.8,PASS,"Conclude Ab Test"
quality,/api/quality/v2/filter/llm-judge,POST,no_auth,422,14.0,PASS,"Llm Judge Filter"
quality,/api/quality/v2/filter/llm-judge,POST,with_auth,422,14.4,PASS,"Llm Judge Filter"
quality,/api/quality/v2/filter/llm-judge,POST,bad_params,422,14.6,PASS,"Llm Judge Filter"
quality,/api/quality/v2/filter/llm-judge,POST,wrong_auth,422,13.9,PASS,"Llm Judge Filter"
quality,/api/quality/v2/filter/llm-compare-rules,POST,no_auth,422,13.8,PASS,"Llm Compare Filter Rules"
quality,/api/quality/v2/filter/llm-compare-rules,POST,with_auth,422,15.0,PASS,"Llm Compare Filter Rules"
quality,/api/quality/v2/filter/llm-compare-rules,POST,bad_params,422,13.7,PASS,"Llm Compare Filter Rules"
quality,/api/quality/v2/filter/llm-compare-rules,POST,wrong_auth,422,13.5,PASS,"Llm Compare Filter Rules"
quality,/api/quality/v2/filter/report,POST,no_auth,422,13.9,PASS,"Generate Filter Report"
quality,/api/quality/v2/filter/report,POST,with_auth,422,14.0,PASS,"Generate Filter Report"
quality,/api/quality/v2/filter/report,POST,bad_params,422,14.4,PASS,"Generate Filter Report"
quality,/api/quality/v2/filter/report,POST,wrong_auth,422,14.7,PASS,"Generate Filter Report"
quality,/api/quality/v2/review/submit,POST,no_auth,422,20.6,PASS,"Submit For Review"
quality,/api/quality/v2/review/submit,POST,with_auth,422,13.8,PASS,"Submit For Review"
quality,/api/quality/v2/review/submit,POST,bad_params,422,13.9,PASS,"Submit For Review"
quality,/api/quality/v2/review/submit,POST,wrong_auth,422,13.7,PASS,"Submit For Review"
quality,/api/quality/v2/review/process,POST,no_auth,422,13.5,PASS,"Process Review"
quality,/api/quality/v2/review/process,POST,with_auth,422,14.2,PASS,"Process Review"
quality,/api/quality/v2/review/process,POST,bad_params,422,18.1,PASS,"Process Review"
quality,/api/quality/v2/review/process,POST,wrong_auth,422,14.1,PASS,"Process Review"
quality,/api/quality/v2/review/queue-stats,GET,no_auth,200,1.5,PASS,"Review Queue Stats"
quality,/api/quality/v2/review/queue-stats,GET,with_auth,200,1.4,PASS,"Review Queue Stats"
quality,/api/quality/v2/review/queue-stats,GET,bad_params,200,1.3,WARN,"Review Queue Stats"
quality,/api/quality/v2/review/queue-stats,GET,wrong_auth,200,1.2,PASS,"Review Queue Stats"
quality,/api/quality/v2/review/reviewer-agreement,POST,no_auth,422,14.2,PASS,"Reviewer Agreement"
quality,/api/quality/v2/review/reviewer-agreement,POST,with_auth,422,13.8,PASS,"Reviewer Agreement"
quality,/api/quality/v2/review/reviewer-agreement,POST,bad_params,422,14.4,PASS,"Reviewer Agreement"
quality,/api/quality/v2/review/reviewer-agreement,POST,wrong_auth,422,20.7,PASS,"Reviewer Agreement"
quality,/api/quality/v2/review/efficiency,GET,no_auth,200,1.8,PASS,"Review Efficiency"
quality,/api/quality/v2/review/efficiency,GET,with_auth,200,1.5,PASS,"Review Efficiency"
quality,/api/quality/v2/review/efficiency,GET,bad_params,200,1.7,WARN,"Review Efficiency"
quality,/api/quality/v2/review/efficiency,GET,wrong_auth,200,1.5,PASS,"Review Efficiency"
quality,/api/quality/v2/review/llm-flag,POST,no_auth,422,14.5,PASS,"Llm Flag Suspicious"
quality,/api/quality/v2/review/llm-flag,POST,with_auth,422,14.1,PASS,"Llm Flag Suspicious"
quality,/api/quality/v2/review/llm-flag,POST,bad_params,422,14.1,PASS,"Llm Flag Suspicious"
quality,/api/quality/v2/review/llm-flag,POST,wrong_auth,422,14.1,PASS,"Llm Flag Suspicious"
quality,/api/quality/v2/summary,GET,no_auth,200,1.7,PASS,"Quality Summary"
quality,/api/quality/v2/summary,GET,with_auth,200,1.5,PASS,"Quality Summary"
quality,/api/quality/v2/summary,GET,bad_params,200,1.3,WARN,"Quality Summary"
quality,/api/quality/v2/summary,GET,wrong_auth,200,1.3,PASS,"Quality Summary"
